fir_id,crime_type,severity,status,date,time,area,city,state,lat,lng,crime_description,victim_name,victim_gender,victim_age,victim_contact,victim_email,victim_address
FIR100257,Theft,Medium,Active,2025-02-22,19:10:46,Goregaon East Ext Ext,Mumbai,Maharashtra,19.16756376369815,72.8645829134605,Quos voluptatibus reiciendis dolore provident quis iusto voluptas ipsam dolorum.,Arin Chana,Other,30,02140665044,omisha07@example.com,"23, Mallick Street, Belgaum 895400"
FIR100258,Theft,Low,Pending,2025-11-18,17:52:06,Jogeshwari East Ext Ext,Mumbai,Maharashtra,19.124681869236152,72.8483203677271,Assumenda harum mollitia voluptatem sed voluptas necessitatibus tenetur.,Yashasvi Shankar,Female,79,+917173962712,balendra91@example.com,"82/24, Khosla Chowk, Bhavnagar 168507"
FIR100259,Burglary,Medium,Active,2025-08-21,06:12:21,Goregaon East Ext,Mumbai,Maharashtra,19.178008428710193,72.86619824492502,Reiciendis autem expedita unde cumque blanditiis dignissimos.,Tanveer Pandit,Other,40,6391741011,walimeghana@example.org,"H.No. 80, D’Alia Zila, Mumbai 711526"
FIR100260,Kidnapping,Low,Resolved,2025-11-20,04:32:31,Chembur,Mumbai,Maharashtra,19.0527770882625,72.90155637889323,Quae nisi fugiat ab maiores earum inventore quibusdam consectetur magni neque maiores.,Chandresh Manda,Male,77,4707200642,fradowarrior@example.org,"53/709, Iyengar Street, Patna 169500"
FIR100261,Burglary,Critical,Active,2025-03-16,09:23:54,Mulund East Ext,Mumbai,Maharashtra,19.177209828284752,72.95296191626984,Quam ab voluptates libero hic autem blanditiis doloribus saepe nobis odit neque similique nisi iure odio.,Upma Mangal,Other,71,5690877661,maanavtak@example.com,"18/948, Memon Path, Ajmer-698936"
FIR100262,Theft,High,Resolved,2025-03-17,16:33:15,Kandivali East Ext,Mumbai,Maharashtra,19.2084269762448,72.87123351731158,Possimus vel totam sequi dolore maxime laborum molestiae maxime explicabo repudiandae maiores.,Hritik Sankar,Female,39,3067198554,hemani79@example.org,"44/71, Chakrabarti Marg, Bhalswa Jahangir Pur 481310"
FIR100263,Theft,Critical,Pending,2025-10-10,21:02:34,Goregaon West Ext,Mumbai,Maharashtra,19.154461817054496,72.84294807689652,Similique maiores maiores autem quo ducimus doloremque nemo id doloribus quae tempore ab a dolores.,Aishani Pau,Female,33,00158517432,ebaria@example.com,"H.No. 258, Rau, South Dumdum 743574"
FIR100264,Vandalism,Medium,Pending,2025-07-30,21:56:55,Malad East Ext Ext Ext,Mumbai,Maharashtra,19.17776518235482,72.86573118722161,Eligendi neque nostrum quos quas reprehenderit quos est placeat odit dolorum reiciendis eius sed aliquam illo.,Jasmit Bath,Male,45,0634615717,balvan29@example.net,"680, Mahajan Marg, Agra-739834"
FIR100265,Domestic Violence,Medium,Resolved,2025-08-28,19:55:33,Jogeshwari East Ext Ext Ext Ext Ext,Mumbai,Maharashtra,19.11701201885039,72.84457462492082,Quia consequatur odit unde eligendi doloremque quisquam rerum voluptatibus.,Charan Hayer,Other,65,3203093761,rajayauvani@example.net,"42/53, Misra Marg, Durgapur 550774"
FIR100266,Assault,Critical,Pending,2025-04-01,04:24:08,Dadar,Mumbai,Maharashtra,19.017688978317924,72.8467185937319,Porro adipisci reiciendis ea exercitationem officiis maiores ullam.,Bhavya Borah,Other,52,4787005050,nazarethchasmum@example.com,"H.No. 79, Pandey Path, Bharatpur 239209"
FIR100267,Burglary,Critical,Pending,2025-05-09,08:12:48,Jogeshwari East Ext Ext Ext Ext,Mumbai,Maharashtra,19.12561901749242,72.83830806372899,Eveniet occaecati quae necessitatibus amet repellat provident nemo inventore magni et magni dolore perferendis ex.,Yamini Seshadri,Other,77,01387829310,lbains@example.net,"H.No. 10, More Chowk, Ghaziabad 311178"
FIR100268,Assault,Low,Pending,2025-08-19,01:18:43,Kurla East,Mumbai,Maharashtra,19.070538483888996,72.896443163834,Asperiores labore est reprehenderit voluptatibus perspiciatis laborum veritatis distinctio voluptatum officiis atque placeat iure vero.,Jagat Dave,Female,62,2707903202,fariq61@example.org,"02/54, Ramachandran Chowk, Belgaum-069535"
FIR100269,Burglary,Medium,Pending,2025-12-31,06:30:11,Sion,Mumbai,Maharashtra,19.04430314762149,72.86197805063959,Sunt placeat similique et ad occaecati laudantium modi.,Meera Prakash,Male,63,0417929111,chavvi98@example.net,"20/122, Murthy Chowk, Allahabad 260151"
FIR100270,Cybercrime,Medium,Resolved,2025-09-19,15:41:55,Vikhroli,Mumbai,Maharashtra,19.111234059581594,72.92519271661166,Nesciunt corrupti deserunt quae eum accusamus temporibus illum nesciunt excepturi veritatis ex quisquam.,Jasmit Dhawan,Other,25,09931365651,chandranprasad@example.net,"25/947, Nori, Bahraich 071732"
FIR100271,Theft,Critical,Active,2025-07-10,02:51:58,Mulund West,Mumbai,Maharashtra,19.172393773611823,72.93768124041046,Dolore quisquam vitae ut placeat hic deserunt itaque et.,Yashodhara Ratti,Female,61,9825309251,wkale@example.com,"H.No. 95, Kashyap Nagar, Nashik-649340"
FIR100272,Domestic Violence,High,Active,2025-04-19,06:25:07,Thane Ext,Mumbai,Maharashtra,19.226155457614254,72.97527436334929,Repellat eligendi ipsum ea porro deleniti voluptas doloribus laboriosam asperiores incidunt nostrum.,Chakradev Barad,Female,72,+914262582739,quincy48@example.net,"H.No. 452, Kala Nagar, Ranchi-118491"
FIR100273,Vandalism,Medium,Pending,2026-01-22,05:20:03,Malad East Ext,Mumbai,Maharashtra,19.18157843879756,72.85538169687649,Nesciunt quae et exercitationem iste voluptates totam.,Gauri Som,Female,72,+912196207100,rastogipratyush@example.net,"92/85, Kohli Path, Tezpur-205610"
FIR100274,Domestic Violence,High,Active,2025-08-24,05:32:31,Lower Parel,Mumbai,Maharashtra,18.99665137743264,72.83734255020977,Alias illum iusto asperiores in est vel recusandae natus.,Manthan Varma,Other,39,+911946723248,anjali06@example.org,"99, Bahl Nagar, Aurangabad 801867"
FIR100275,Domestic Violence,Critical,Active,2025-11-16,09:13:01,Mulund West Ext Ext,Mumbai,Maharashtra,19.158632080007145,72.95449068504279,Reiciendis beatae cum mollitia dolorum optio at odio labore quasi quos sapiente eveniet ipsa.,Falak Nagar,Other,38,06329092791,sachdevakai@example.com,"H.No. 378, Dass Road, Jammu-495300"
FIR100276,Domestic Violence,Critical,Pending,2025-11-06,04:01:39,Borivali West,Mumbai,Maharashtra,19.234755460374867,72.84538426456615,Aut corrupti sit temporibus molestiae dolores quae ad harum eligendi nam explicabo perferendis.,Maya Mistry,Other,43,4560833181,turvi95@example.org,"62, Narang Path, Bellary-501736"
FIR100277,Assault,Low,Pending,2025-10-21,22:47:00,Powai Ext Ext,Mumbai,Maharashtra,19.11476229721607,72.90744343495989,Fuga eum velit neque amet voluptas distinctio ex ab libero quisquam.,Yashica Upadhyay,Other,57,5883734031,umangbadami@example.net,"624, Sharaf Zila, Udaipur 292334"
FIR100278,Burglary,Medium,Active,2025-04-15,12:18:45,Bhandup Ext Ext,Mumbai,Maharashtra,19.15982008695435,72.9336458627762,Reiciendis est recusandae doloremque consequatur illum voluptates nemo nobis ea reprehenderit alias maxime possimus repudiandae id.,Chandani Soman,Other,38,+917722005436,timothy19@example.com,"H.No. 009, Sama Nagar, Raurkela Industrial Township 088684"
FIR100279,Drug Offense,High,Resolved,2025-10-30,00:23:57,Jogeshwari West,Mumbai,Maharashtra,19.149940288471655,72.83759978776659,Quam voluptatem rerum veniam incidunt ut accusantium veniam delectus aperiam ipsam veniam.,Jyoti Narula,Other,42,05970108220,osalvi@example.net,"116, Sawhney Marg, Bhavnagar-457598"
FIR100280,Cybercrime,Low,Pending,2025-05-28,16:37:28,Ghatkopar East Ext,Mumbai,Maharashtra,19.080263860680258,72.91425181781406,Id itaque non inventore vel iure ullam.,Omaja Morar,Other,58,08113799563,lopa78@example.org,"21/29, Sampath, Rourkela-033620"
FIR100281,Fraud,Medium,Resolved,2025-06-30,06:15:45,Andheri West,Mumbai,Maharashtra,19.121821432354558,72.82995656599347,Vero perspiciatis cupiditate animi nesciunt dignissimos est alias.,Urvi Lanka,Other,18,5315313636,harini55@example.com,"H.No. 58, Brahmbhatt Street, Surendranagar Dudhrej-092071"
FIR100282,Domestic Violence,Low,Active,2025-10-14,07:22:29,Malad East Ext,Mumbai,Maharashtra,19.184899184006987,72.86305241484543,Nobis tempora totam fugit quas mollitia deserunt dolores placeat doloremque quasi sequi asperiores.,Charan Srinivasan,Other,23,+911797062397,turvitara@example.org,"380, Gulati Street, Gulbarga 921581"
FIR100283,Kidnapping,Critical,Pending,2025-10-06,20:09:34,Navi Mumbai,Mumbai,Maharashtra,19.03669969159648,73.032913883629,Culpa ullam quos non beatae sed dolore laboriosam cum ullam aliquam animi nam sunt magni officiis.,Lajita Divan,Female,40,+916527354352,madhavikumer@example.com,"59/161, Thakur Zila, Rajpur Sonarpur-588195"
FIR100284,Assault,Medium,Resolved,2025-06-21,17:35:53,Dadar,Mumbai,Maharashtra,19.014106523438237,72.85123326167789,Quibusdam delectus quod et nulla eum quasi modi ipsam cumque molestias corporis id.,Azad Choudhary,Other,68,+919042177625,brarvidhi@example.net,"168, Basu Circle, Sonipat-789318"
FIR100285,Vandalism,Low,Pending,2025-07-16,22:07:15,Kandivali West Ext,Mumbai,Maharashtra,19.203223788136494,72.85240486826295,Culpa optio rerum quibusdam ad aspernatur voluptatum in nemo.,Anirudh Sastry,Male,40,+914929298316,fiyaz38@example.com,"97/28, Narula Road, Meerut-822720"
FIR100286,Fraud,Low,Active,2026-01-11,22:29:28,Thane,Mumbai,Maharashtra,19.214548208139668,72.97643628395836,Temporibus ea provident facilis neque consequatur sunt.,Omya Doshi,Female,60,7397740633,bishakha57@example.net,"39/48, Karnik Street, Bhatpara 414474"
FIR100287,Drug Offense,High,Resolved,2025-08-16,13:16:10,Malad East Ext Ext Ext,Mumbai,Maharashtra,19.191072778995512,72.86252865292207,Illum sapiente impedit possimus accusantium incidunt rerum eaque culpa occaecati totam voluptatum debitis itaque.,Samar Roy,Other,60,06939290600,jbalan@example.net,"81/165, Hayre, Cuttack-203042"
FIR100288,Kidnapping,Low,Active,2025-07-21,19:49:05,Kurla West Ext Ext,Mumbai,Maharashtra,19.056948458672355,72.87914993332663,Mollitia possimus iusto molestias modi accusamus a possimus non impedit laboriosam itaque sint voluptatibus.,David Devi,Male,40,08068671773,indirasankar@example.com,"775, Chauhan Street, Serampore-028165"
FIR100289,Drug Offense,Medium,Active,2025-03-14,16:02:20,Malad East Ext Ext,Mumbai,Maharashtra,19.191956608062352,72.86042992666385,Consequuntur nostrum magnam iste ullam molestias culpa minima.,Ekta Sridhar,Other,49,+918063254310,mandervritti@example.org,"H.No. 63, Bhandari Nagar, Hindupur 777569"
FIR100290,Fraud,Medium,Pending,2025-05-03,23:30:26,Bhandup Ext Ext,Mumbai,Maharashtra,19.16416606815932,72.93129528920323,Consequatur recusandae corporis id quaerat provident quidem ducimus ipsa a deserunt laudantium officia velit alias harum.,Dipta Ghose,Male,47,04279907726,iyogi@example.com,"102, Chakraborty, Srinagar 469029"
FIR100291,Domestic Violence,High,Resolved,2025-04-24,06:49:56,Powai Ext Ext,Mumbai,Maharashtra,19.110820011070544,72.90938271743453,Molestiae ab dicta porro vitae illo esse iusto sit saepe odio corporis nesciunt.,Hema Pandya,Male,30,+915701658046,chatterjeemeghana@example.org,"H.No. 438, Bhavsar Road, Katni-291316"
FIR100292,Kidnapping,Medium,Active,2025-02-20,06:48:36,Kurla West Ext Ext Ext,Mumbai,Maharashtra,19.073187632277488,72.88369355883844,Tempore sunt quis voluptatum consequatur placeat dolores fuga placeat assumenda.,Veda Handa,Male,60,09893195085,indrajitmann@example.org,"05/68, Sahni Path, Jaunpur-636219"
FIR100293,Drug Offense,Critical,Active,2025-06-07,04:31:11,Goregaon East Ext,Mumbai,Maharashtra,19.16143944880663,72.86192992655782,Recusandae assumenda nobis voluptate nam ea accusantium ipsam ut blanditiis a maiores quam.,Arya Misra,Male,35,+911657905528,nandinirege@example.com,"H.No. 04, Mangat, Dewas-766349"
FIR100294,Vandalism,Medium,Resolved,2025-02-04,08:36:05,Ghatkopar East Ext,Mumbai,Maharashtra,19.087428027406585,72.92474066849047,Laborum tempore facilis aliquam iusto aut veniam iusto eligendi eligendi dolore voluptate neque.,Chameli Mani,Female,40,1832538179,omyamallick@example.com,"65/04, Puri, Malda-226261"
FIR100295,Burglary,Medium,Active,2025-09-12,00:05:05,Malad West,Mumbai,Maharashtra,19.190835475225146,72.85143537659462,Nisi iste corrupti tenetur impedit pariatur eveniet architecto alias repudiandae unde amet iusto.,Vrinda Nadig,Female,32,3355486401,hitesh58@example.net,"436, Oza Street, Shimoga 188087"
FIR100296,Theft,Low,Active,2025-08-30,22:32:01,Ghatkopar East,Mumbai,Maharashtra,19.079887315221313,72.92371774028547,Libero qui adipisci debitis fuga corrupti pariatur natus.,Ikshita Mahal,Male,50,05778817884,zkar@example.com,"341, Rai, Muzaffarnagar 853247"
FIR100297,Burglary,Low,Resolved,2025-04-26,10:19:46,Kurla West Ext,Mumbai,Maharashtra,19.065546774722364,72.87991941619325,Placeat ut dolorem placeat cupiditate aspernatur voluptatibus cupiditate temporibus.,Jairaj Raghavan,Other,38,09513711624,cmangat@example.org,"05/833, Lad Ganj, Visakhapatnam-115876"
FIR100298,Fraud,Medium,Resolved,2025-09-12,10:31:50,Goregaon East Ext Ext,Mumbai,Maharashtra,19.18045103630563,72.86074968053998,Facilis numquam nobis eaque itaque possimus optio vel odit sit in nisi quibusdam iste.,Hemani Dhingra,Male,74,+911241272380,mugdhamani@example.org,"45/769, Tata Road, Malda 945353"
FIR100299,Assault,High,Resolved,2025-04-22,10:52:57,Dadar Ext Ext Ext,Mumbai,Maharashtra,19.0268066413392,72.84359545104957,Ducimus quis expedita fugit perspiciatis nulla quia pariatur cumque eligendi illo.,Brijesh Mani,Female,56,06827567043,ucchal21@example.com,"74/66, Thakkar, Rajkot-342125"
FIR100300,Theft,Low,Resolved,2025-01-29,14:00:26,Cuffe Parade,Mumbai,Maharashtra,18.912817981913776,72.8192940493898,Expedita quaerat ipsam aliquam recusandae perspiciatis facilis tempore.,Hiral Sathe,Other,40,+910385695579,asahota@example.org,"H.No. 809, Mohan Path, Mau 692559"
FIR100301,Cybercrime,High,Pending,2025-02-23,20:29:11,Kandivali West Ext,Mumbai,Maharashtra,19.196383889567723,72.85816154925776,Dolores vel voluptatem quisquam sit ratione recusandae hic nemo quos.,Varenya Kala,Female,44,8877492424,kapurlakshit@example.net,"H.No. 72, Khatri Zila, Malda-235914"
FIR100302,Vandalism,Medium,Resolved,2025-10-28,06:21:38,Colaba Ext,Mumbai,Maharashtra,18.9028975994812,72.81987578675316,Ipsum modi quia tempore quisquam a minus exercitationem quisquam repellat itaque nisi aliquid facilis error quam.,Anika Magar,Female,62,+917540254729,regearin@example.com,"H.No. 404, Hayre Circle, Sangli-Miraj & Kupwad-145430"
FIR100303,Cybercrime,Medium,Pending,2025-09-29,19:24:14,Goregaon East,Mumbai,Maharashtra,19.165523254800014,72.86626564727914,Magni eius nihil alias animi veritatis reiciendis magnam cupiditate quasi perferendis ipsam eaque ad nulla.,Ikbal Khatri,Other,61,+918422223105,ojassodhi@example.net,"731, Balan Nagar, Shimla-221158"
FIR100304,Kidnapping,Critical,Pending,2025-02-18,10:40:03,Borivali East,Mumbai,Maharashtra,19.22977279029233,72.85798318007451,Ipsa delectus fugiat doloribus corporis ipsam nihil atque blanditiis porro animi praesentium fuga possimus architecto.,Chandresh Wali,Male,35,2745238055,prabhakararin@example.net,"45/23, Mammen Path, Bhiwani-447017"
FIR100305,Theft,Low,Pending,2025-04-25,11:06:46,Mulund West Ext,Mumbai,Maharashtra,19.16651744369961,72.94556457714124,Dolorum perspiciatis tempore non pariatur quas nisi repellendus asperiores explicabo nemo blanditiis pariatur amet omnis.,Viraj Ben,Male,41,+915782841067,mvaidya@example.org,"08/652, Saxena Ganj, Bidhannagar-966563"
FIR100306,Cybercrime,Medium,Active,2025-02-22,09:10:57,Mulund East Ext Ext,Mumbai,Maharashtra,19.181752109790995,72.96065558926857,Officiis possimus sed ab quis suscipit corporis similique eaque expedita.,Odika Narayanan,Male,68,+917520885474,upillay@example.org,"H.No. 140, Parikh Nagar, Bahraich-055800"
FIR100307,Cybercrime,Critical,Pending,2026-01-13,19:00:45,Powai Ext Ext,Mumbai,Maharashtra,19.11340789346223,72.90859526411874,Optio consequatur ex ex molestias cum nemo sit unde ullam molestias aut non voluptas.,Harish Devan,Male,64,2975170281,urmiiyengar@example.com,"22, More Zila, Imphal 316094"
FIR100308,Drug Offense,Low,Pending,2025-02-08,19:34:49,Kurla West Ext,Mumbai,Maharashtra,19.078743264351274,72.88936393413131,Iusto placeat non molestiae ipsum harum eos nesciunt vel vero laboriosam.,Nakul Ray,Other,57,00693751509,chaayabhattacharyya@example.org,"681, Gala Chowk, Davanagere-369552"
FIR100309,Burglary,Medium,Active,2025-12-26,15:25:17,Bhandup Ext Ext,Mumbai,Maharashtra,19.165187867539867,72.94108496248,Ullam placeat voluptates sunt aspernatur inventore itaque libero modi repellat exercitationem corporis rerum debitis ipsum.,Vansha Iyengar,Other,68,3983430187,triyasharaf@example.org,"09/297, Padmanabhan Ganj, Dindigul-332227"
FIR100310,Drug Offense,Medium,Active,2025-06-04,01:16:27,Jogeshwari East Ext Ext Ext Ext,Mumbai,Maharashtra,19.120250743628944,72.84770133620837,Nulla magnam officiis iste voluptatibus minima velit ex eius maiores sunt quis vitae.,Ekani Mangal,Other,59,1863759980,ykhurana@example.org,"99/20, Patla Road, Korba-323661"
FIR100311,Theft,Low,Active,2025-02-23,22:52:41,Goregaon West,Mumbai,Maharashtra,19.170860471436118,72.85081162152636,Eius blanditiis nostrum voluptatum quam neque porro distinctio voluptatum totam.,Gaurav Kata,Female,24,5626565045,ptella@example.org,"61, Sharaf Nagar, Sasaram 697182"
FIR100312,Theft,Low,Resolved,2025-08-14,15:28:35,Kurla West Ext Ext,Mumbai,Maharashtra,19.072217401319143,72.88678941832669,Vitae ipsa possimus ex voluptatibus voluptates neque dolorum tempore maiores ad corrupti.,Parth Sahni,Other,67,04781376742,nathaniel37@example.net,"H.No. 107, Dugal Zila, Salem-838821"
FIR100313,Fraud,Low,Active,2025-04-29,03:16:10,Sion Ext,Mumbai,Maharashtra,19.028984527021866,72.86467010108733,Sapiente minus ratione laboriosam doloribus quaerat pariatur illum ullam architecto facere.,Balhaar Ranganathan,Male,65,6629912347,amblebachittar@example.net,"48/467, Nair Ganj, Firozabad-233222"
FIR100314,Drug Offense,Medium,Active,2025-05-15,03:16:17,Kandivali West,Mumbai,Maharashtra,19.208239619669552,72.85042533273759,Rem consequatur consequatur ullam sint aperiam velit iure omnis excepturi dolorum adipisci et doloremque fugiat.,Quincy Mann,Female,37,5196106462,evenkatesh@example.com,"44/25, Dube Circle, Mangalore 606295"
FIR100315,Murder,Medium,Pending,2025-10-13,22:54:38,Cuffe Parade Ext,Mumbai,Maharashtra,18.914231377002565,72.81806030646118,Provident ipsum unde dolores amet saepe vero debitis suscipit.,Aditya Misra,Male,44,7923264870,sahniabha@example.net,"06/373, Contractor Zila, Darbhanga-741307"
FIR100316,Burglary,Critical,Active,2025-08-03,07:49:07,Powai Ext,Mumbai,Maharashtra,19.11561045323897,72.9041992801965,Architecto impedit officiis eligendi itaque soluta in similique reiciendis autem numquam distinctio praesentium laudantium.,Gautami Mane,Male,23,09478730024,wallaarjun@example.com,"41/85, Arya Street, Muzaffarnagar 260846"
FIR100317,Theft,High,Resolved,2025-04-20,23:30:46,Ghatkopar West,Mumbai,Maharashtra,19.089930902051954,72.90764238519739,Nam laborum quis aliquid hic aspernatur possimus error numquam.,Wakeeta Desai,Other,44,07146273014,sbhasin@example.com,"56/154, Bath Chowk, Imphal-912151"
